feature,mean_abs_shap
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=1.0,0.01195645
是否痴呆=0.0,0.011897124
跌倒评估-5步态=0.0,0.011753092
Fried衰弱表型评估-1)过去1年中，不明原因出现体重下降>45kg或>5%的体重,0.011739601
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=1-0,0.011583048
身高,0.011397237
活力-如不能取得BMI，请以下面小腿围代替问题6,0.0111210095
民族,0.011059064
心理-您是否大部分时间感到幸福？,0.01091728
低密度脂蛋白=Other,0.010860025
查尔森合并症-痴呆=无,0.010812536
生活行为与社会功能评估-8您是否喝酒？=2.0,0.010618763
省=云南省,0.0104033565
弹性评估-3我大部分时间精力充沛,0.010358932
生命质量评估-10）在过去4个星期里，您有多少时间感到精力充沛？,0.010244335
弹性评估-1我的身体状况比同龄人要好=5.0,0.010181406
慢病症状-活动时胸闷或胸痛=0.0,0.010044822
Fried衰弱表型评估-4米行走第二次,0.010024091
是否冠心病心绞痛=0.0,0.009994237
弹性评估-10我有可以讲心里话的人=5.0,0.009954869
慢病症状-明显记忆下降=0.0,0.009888679
生活行为与社会功能评估-总分,0.009717317
查尔森合并症-慢性肺疾病=无,0.00958506
生命质量评估-3）是否影响您爬几层楼梯？=3.0,0.009479098
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=3.0,0.009420373
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=2-0,0.0092993155
是否脑血栓=0.0,0.009108741
是否甲状腺功能亢进=0.0,0.008927623
文化程度=大专/本科,0.008686504
是否高血压=0.0,0.008585549
经济状况=1.0,0.008459993
白蛋白=Other,0.008303045
认知-重复计算-第3次=0,0.008285051
Fried衰弱表型评估-②室外活动（园艺等）=1.0,0.008168902
心理-您是否已经放弃了许多活动与兴趣？=0,0.008148758
年龄,0.008097788
跌倒评估-13月内有无跌倒/视觉障碍=25.0,0.00805783
心理-您是否大部分时间精力充沛？,0.007961297
是否肿瘤=0.0,0.007814205
弹性评估-1我的身体状况比同龄人要好=2.0,0.0077616205
认知- 请您跟我说（停顿片刻）=0,0.0077025965
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=0.0,0.00767193
是否慢阻肺=0.0,0.0076615433
心理-您是否常感到厌倦？=0,0.007479224
脑血栓治疗状态=2.0,0.0071428563
生命质量评估-3）是否影响您爬几层楼梯？=1.0,0.0070865634
慢病症状-便秘=0.0,0.007020347
一生主要从事=0.0,0.006973884
健康状态=一般,0.006915442
IADL量表-7使用交通工具=1.0,0.0068515064
人均可支配月收入水平=4.0,0.0067876494
生活行为与社会功能评估-7您是否有吸烟习惯？=1.0,0.006723455
慢病症状-活动时胸闷或胸痛=Missing,0.0066156127
衰弱快速筛查量表-3您每天体育锻炼（室外活动）大于30min么（或3h/周)？=1.0,0.006563758
心理-您是否觉得记忆力比以前差？=0,0.0064766686
生命质量评估-4）在过去4个星期里，您是否会因为身体健康的原因，在日常生活或工作中感到力不从心？=1.0,0.006434413
认知-重复计算-第2次=0,0.006392859
是否白内障=0.0,0.0063263252
过去一年住院次数,0.00627847
查尔森合并症-周围性血管疾病=Missing,0.006120302
高密度脂蛋白=Missing,0.0059785307
Fried衰弱表型评估-我感觉做任何事都很费力=2-0,0.0058725798
查尔森合并症-充血性心力衰竭=Missing,0.005827038
认知-现在是几号=1,0.005817786
生命质量评估-12）在过去4个星期里，有多少时间由于您身体健康或情绪问题而妨碍您的社交活动（比如探亲、访友等）？,0.0056350823
慢病症状-活动气短、水肿=1.0,0.0056329574
市=Missing,0.005617109
ADL量表-1进食=Missing,0.005567408
慢病症状-便秘=1.0,0.0055409754
心理-您是否害怕会有不幸的事情落到您头上？=0,0.0055352855
受试来源=0.0,0.005489999
生命质量评估-3）是否影响您爬几层楼梯？=2.0,0.00548651
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=1.0,0.0054695914
糖尿病发病年数=Missing,0.005411213
是否脑血管病（TIA）=0.0,0.0054070684
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=1.0,0.005379852
ADL量表-6控制小便=10.0,0.005265627
感知-第二行看到≥3个E的方向=0,0.005241718
查尔森合并症-轻微的肝脏疾病=无,0.005180478
肌少症评估-4爬10层台阶是否存在困难？=2.0,0.005145486
冠心病心绞痛治疗状态=2.0,0.005081993
是否其他=0.0,0.005003149
感知-第三行看到≥3个E的方向=0,0.0049813287
腰围=Missing,0.0048481375
区=Other,0.004724692
Fried衰弱表型评估-5)测量时的体位？=3.0,0.0046583368
性别=女,0.004582935
糖尿病治疗状态=2.0,0.0045473836
心理-您是否希望呆在家里而不愿去做些新鲜事？=0,0.0045406395
弹性评估-5我能很好地规划自己的日常生活=2.0,0.004437233
生命质量评估-1）总体来讲，您的健康状况是=1.0,0.00439179
弹性评估-12我的收入能够维持日常开支=3.0,0.004215339
弹性评估-8当生活环境改变，我可以很好地适应=3.0,0.0040972405
生命质量评估-9）在过去4个星期里，您有多少时间感到心平气和？,0.004008195
认知-回忆三种东西名字3=0,0.003985254
腰围=85.0,0.003958749
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=5.0,0.003953389
曾经职业,0.0039379755
空腹血糖=Other,0.0038790095
弹性评估-5我能很好地规划自己的日常生活=3.0,0.003860765
弹性评估-11我有得到健康知识的方法和途径=5.0,0.0038146607
省=Missing,0.0038084928
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=0,0.0038063643
弹性评估-4我越来越记不住东西放在哪里（此项为反向评分）,0.003779865
受试来源=Missing,0.0037483429
心理-您觉得现在活得很惬意吗？=0,0.003677164
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=1.0,0.0036728003
家庭类型=1.0,0.0036580984
慢病症状-头晕=1.0,0.0036142678
弹性评估-6我能处理一些不愉快或痛苦的情绪=3.0,0.0035516685
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=1.0,0.0035226983
是否其他心血管疾病=Missing,0.0035217458
IADL量表-5整理家务=1.0,0.0035067245
生命质量评估-1）总体来讲，您的健康状况是=2.0,0.0034942322
尿素氮=Other,0.0034837667
慢病症状-尿失禁=0.0,0.0034744104
Fried衰弱表型评估-5)测量时的体位？=2.0,0.0034296967
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=4.0,0.003386487
红细胞=Missing,0.003369517
慢病症状-头晕=0.0,0.003352516
Fried衰弱表型评估-②室外活动（园艺等）=4.0,0.003285008
高血压发病年数=5.0,0.0032408105
认知-给您一张纸请您按我说的去做-放在您的大腿上=0,0.0031569942
健康状态=好,0.0031354344
是否胃肠疾病=0.0,0.0031228655
感知-第一行看到≥3个E的方向=0,0.0031023172
Fried衰弱表型评估-5)测量时的体位？=1.0,0.0030774958
生活行为与社会功能评估-7您是否有吸烟习惯？=2.0,0.0030611975
自我感觉嗅觉=一般,0.0030562305
是否冠心病心绞痛=1.0,0.0030383677
健康状态=很好,0.002952951
认知-请您照着这个样子把它画下来=1,0.002910707
省=内蒙古自治区,0.0028394205
生活行为与社会功能评估-8您是否喝酒？=1.0,0.0028273459
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=1.0,0.0028092342
认知-重复计算-第5次=0,0.0027953726
衰弱快速筛查量表-2您能提10斤重物么？=0.0,0.0027846606
Fried衰弱表型评估-我感觉做任何事都很费力=1-0,0.002781541
门冬氨酸氨基转移酶=Missing,0.0027610848
是否糖尿病=0.0,0.002738689
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=1-0,0.002712086
臀围=Missing,0.0026776376
省=广西壮族自治区,0.002659959
肌酐=Missing,0.0026588375
肌少症评估-4爬10层台阶是否存在困难？=1.0,0.002590302
ADL量表-8床椅移动=10.0,0.0025823931
弹性评估-2我的食欲很好=2.0,0.0025564344
生命质量评估-6）在过去4个星期里，您是否情绪方面的原因（比如感到沮丧或者焦虑）而令您在工作或日常生活中感到力不从心？=1.0,0.0025475847
市=海东市,0.0025464972
慢病症状-近3年无外力的摔倒=0.0,0.0025153498
生命质量评估-11）在过去4个星期里，您有多少时间感到心情不好、闷闷不乐或沮丧？,0.0025125374
生命质量评估-7）在过去4个星期的工作和日常生活中，您是否因为情绪方面的原因（比如感到沮丧或者焦虑）而令您的工作或活动受到限制？=1.0,0.0025068305
甘油三酯=Other,0.002466735
查尔森合并症-冠状动脉疾病=无,0.0023853907
感知-在3米处测试小E=1,0.0023673158
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=1.0",0.002366515
文化程度=小学,0.002356499
脑血栓发病年数=1.0,0.0023330848
ADL量表-2洗澡=0.0,0.0022845769
是否其他神经疾病=0.0,0.0022823152
弹性评估-13我有自己的个人爱好或休闲方式=4.0,0.0022808528
弹性评估-10我有可以讲心里话的人=4.0,0.0022740932
是否帕金森=0.0,0.0022351258
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=1-0,0.0021678575
Fried衰弱表型评估-我什么事情都不想干=2-0,0.0021448536
高血压发病年数=7.0,0.0021398421
ADL量表-9平地行走45米=15.0,0.0021073397
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=5.0",0.0021034265
弹性评估-5我能很好地规划自己的日常生活=5.0,0.0020945626
弹性评估-2我的食欲很好=5.0,0.0020747418
弹性评估-11我有得到健康知识的方法和途径=3.0,0.002071969
一生主要从事=2.0,0.0020689713
认知-现在是几月份=0,0.0020432964
查尔森合并症-消化性溃疡疾病=无,0.002029154
感知-在1.5米处检测大E=0,0.0020076816
弹性评估-14我经常参加社区服务等社会活动=4.0,0.0019827134
活力-既往3个月内有无重大心理变化或急性疾病=0,0.0019810458
跌倒评估-3使用助行器具=0.0,0.0019689905
高血压治疗状态=Missing,0.0019684318
跌倒评估-2超过一个疾病诊断=0.0,0.0019453374
查尔森合并症-糖尿病=无,0.001943263
市=柳州市,0.0019003397
血红蛋白=Missing,0.0018959569
运动是否完成编码=2,0.0018824053
ADL量表-10上下楼梯=10.0,0.0018782617
慢病症状-无外因的骨折=0.0,0.001868061
是否骨关节病=0.0,0.0018574041
一生主要从事=1.0,0.0017830583
弹性评估-2我的食欲很好=3.0,0.0017521189
糖化血红蛋白=Other,0.001733373
生活行为与社会功能评估-7您是否有吸烟习惯？=3.0,0.0017226401
IADL量表-8洗个人小衣物=1.0,0.0017171997
文化程度=初中,0.0017079302
尿酸=Other,0.0016671328
查尔森合并症-周围性血管疾病=无,0.0016507099
弹性评估-13我有自己的个人爱好或休闲方式=5.0,0.0016410513
总胆固醇=Other,0.001602848
自我感觉嗅觉=灵敏,0.0015717349
心理-您是否常感到厌倦？=1,0.0015627989
生命质量评估-1）总体来讲，您的健康状况是=3.0,0.001558979
认知-回忆三种东西名字2=0,0.0015509959
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=2-0,0.0015405685
ADL量表-2洗澡=Missing,0.0015399973
查尔森合并症-在5年内任何肿瘤=无,0.0014938401
认知-您现在在第几层楼=0,0.0014696181
Fried衰弱表型评估-2)您每天体育锻炼（室外活动）大于30min么（或3h/周)？=0.0,0.001464959
弹性评估-1我的身体状况比同龄人要好=3.0,0.001452296
弹性评估-14我经常参加社区服务等社会活动=3.0,0.0014436451
感知-第三行看到≥3个E的方向=1,0.0014397217
健康状态=差,0.0014369247
同型半胱氨酸=Other,0.001432345
心理-您是否觉得生活空虚？=0,0.001431523
Fried衰弱表型评估-5)测量时的体位？=Missing,0.0014281997
ADL量表-8床椅移动=15.0,0.0014224179
活力-神经心理问题=2,0.0014062878
生命质量评估-7）在过去4个星期的工作和日常生活中，您是否因为情绪方面的原因（比如感到沮丧或者焦虑）而令您的工作或活动受到限制？=2.0,0.0013957557
文化程度=高中/中专,0.00139123
认知-重复计算-第3次=1,0.0013841133
衰弱快速筛查量表-3您每天体育锻炼（室外活动）大于30min么（或3h/周)？=0.0,0.0013767387
生命质量评估-4）在过去4个星期里，您是否会因为身体健康的原因，在日常生活或工作中感到力不从心？=2.0,0.0013673177
慢病症状-反复关节疼痛=0.0,0.0013668346
心理-您集中精力有困难吗？=0,0.0013387663
区=西城区,0.0013372077
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=4.0,0.0013299607
心理-您是否觉得记忆力比以前差？=1,0.0013180692
认知-重复计算-第4次=1,0.0013083263
腰围=95.0,0.0013020333
弹性评估-12我的收入能够维持日常开支=5.0,0.0012895336
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=2.0,0.0012872079
白蛋白=Missing,0.0012511385
白蛋白=37.0,0.0012293351
区=城中区,0.001214274
弹性评估-8当生活环境改变，我可以很好地适应=4.0,0.0012121898
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=2.0,0.0012115234
区=Missing,0.0011881844
IADL量表-8洗个人小衣物=2.0,0.0011776264
是否神经衰弱=0.0,0.0011735256
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=5.0,0.0011476366
生命质量评估-5）在过去4个星期的工作和日常生活中，您是否因为身体健康的原因而令您的工作或活动受到限制？=1.0,0.0011386767
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=3.0,0.001126002
IADL量表-1打电话=Missing,0.0011178325
慢病症状-排尿不畅或困难=1.0,0.0011131534
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=3.0,0.0011108291
心理-您是否希望呆在家里而不愿去做些新鲜事？=1,0.001100726
区=宽城区,0.0011003411
婚姻状况=2.0,0.0010904962
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=Missing,0.0010895797
感知-在3米处检测大E=0,0.001086252
Fried衰弱表型评估-我什么事情都不想干=1-0,0.0010808444
门冬氨酸氨基转移酶=Other,0.0010717531
弹性评估-6我能处理一些不愉快或痛苦的情绪=5.0,0.0010665407
认知-回忆三种东西名字3=1,0.0010641167
慢病症状-活动气短、水肿=0.0,0.001058688
生命质量评估-1）总体来讲，您的健康状况是=5.0,0.0010511216
Fried衰弱表型评估-我感觉做任何事都很费力=Missing,0.0010505096
Fried衰弱表型评估-①散步=3.0,0.0010497201
是否青光眼=0.0,0.0010482145
弹性评估-11我有得到健康知识的方法和途径=2.0,0.0010313542
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=3-0,0.0010192739
家庭类型=0.0,0.0010162524
市=市辖区,0.0010052435
Fried衰弱表型评估-①散步=Missing,0.0010051783
IADL量表-4管理财务=3.0,0.0010044429
弹性评估-11我有得到健康知识的方法和途径=4.0,0.000994653
认知-重复计算-第5次=1,0.0009932204
弹性评估-8当生活环境改变，我可以很好地适应=2.0,0.0009896199
脑血栓发病年数=Other,0.0009845059
心理-您是否觉得您的处境已毫无希望？=1,0.0009543584
IADL量表-4管理财务=2.0,0.00095244293
市=Other,0.00093512214
是否脑血栓=1.0,0.000934321
活力-活动能力=2,0.0009339521
IADL量表-7使用交通工具=3.0,0.000931758
弹性评估-10我有可以讲心里话的人=3.0,0.0009254667
血红蛋白=Other,0.00092488265
IADL量表-3上街购物=1.0,0.0009070706
是否前列腺病（问男）=0.0,0.00090144423
心理-您是否觉得大多数人比您强得多？=0,0.0008978564
生命质量评估-1）总体来讲，您的健康状况是=4.0,0.0008968295
心理-您是否觉得像现在这样活着毫无意义？=0,0.0008936269
慢病症状-行动不便（缓/跛）=1.0,0.0008934473
认知-回忆三种东西名字2=1,0.00088276155
IADL量表-4管理财务=1.0,0.0008826915
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=2-1,0.0008621843
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=2.0,0.00085978996
认知-文化水平=2,0.0008578228
慢病症状-反复关节疼痛=1.0,0.0008525506
跌倒评估-4静脉输液/置管/使用药物治疗=20.0,0.00085167243
心理-您是否常感到孤立无援？=0,0.00083377754
弹性评估-12我的收入能够维持日常开支=2.0,0.0008246838
市=南京市,0.0008215045
高密度脂蛋白=Other,0.0008197456
糖尿病治疗状态=Missing,0.0008128393
认知-重复计算-第2次=1,0.0008049479
认知-现在是星期几=0,0.00079319946
区=德惠市,0.0007901719
省=北京市,0.00078971515
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=4.0,0.00078070664
心理-您是否已经放弃了许多活动与兴趣？=1,0.0007588486
查尔森合并症-脑血管疾病=有,0.0007524
慢病症状-失眠=1.0,0.0007380954
糖尿病发病年数=12.0,0.00072757096
同型半胱氨酸=Missing,0.0007273807
Fried衰弱表型评估-2)您每天体育锻炼（室外活动）大于30min么（或3h/周)？=1.0,0.00072595314
弹性评估-12我的收入能够维持日常开支=4.0,0.0007166464
认知-现在是什么季节=0,0.00071615435
婚姻状况=4.0,0.0007105461
生活行为与社会功能评估-2您是否参与社区服务、帮助邻里等社会公益性活动（包括有偿或无偿）？=3-1,0.00070985476
腰围=Other,0.00069875055
弹性评估-8当生活环境改变，我可以很好地适应=5.0,0.0006958508
弹性评估-6我能处理一些不愉快或痛苦的情绪=2.0,0.00069400395
臀围=95.0,0.0006896136
ADL量表-2洗澡=5.0,0.00068526133
Fried衰弱表型评估-②室外活动（园艺等）=3.0,0.0006822571
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=1,0.00068136764
心理-您是否觉得生活空虚？=1,0.00067510095
慢病症状-失眠=0.0,0.0006747828
臀围=88.0,0.0006717994
Fried衰弱表型评估-您近期是否因手术、外伤、或有其他健康状况可能对您行走造成限制?=Missing,0.00066547317
衰弱快速筛查量表-您近1周常有以下感觉么(>3 天)-做任何事都很费力或什么事情都不想干=0.0,0.0006639248
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=2.0,0.0006631654
白细胞=Missing,0.00066024164
婚姻状况=1.0,0.0006542251
心理-您是否觉得您的处境已毫无希望？=0,0.00064694695
Fried衰弱表型评估-①散步=1.0,0.00064552645
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=2.0,0.00062888017
人均可支配月收入水平=1.0,0.0006246885
生活行为与社会功能评估-6您有可以讲心里话的家人/朋友吗？=1-0,0.0006223785
弹性评估-14我经常参加社区服务等社会活动=2.0,0.00061309506
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=3.0,0.00060733047
慢病症状-排尿不畅或困难=0.0,0.0006069912
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=4-0,0.00060588965
查尔森合并症-糖尿病=有,0.0005979163
IADL量表-2做饭=3.0,0.00059762585
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=2-0,0.00059660693
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=3.0",0.0005953487
活力-既往3个月内有无重大心理变化或急性疾病=2,0.0005940358
人均可支配月收入水平=0.0,0.00058481237
认知- 请您跟我说（停顿片刻）=1,0.00057905586
是否肾脏疾病=0.0,0.0005757173
慢病症状-排尿不畅或困难=Missing,0.0005642173
认知-文化水平=3,0.0005606862
冠心病心绞痛发病年数=Missing,0.0005564709
活力-神经心理问题=1,0.0005503357
IADL量表-7使用交通工具=2.0,0.0005375535
市=呼和浩特市,0.00053672347
认知-给您一张纸请您按我说的去做-用右手拿着这张纸=0,0.00052952283
ADL量表-10上下楼梯=5.0,0.00052947586
是否白内障=1.0,0.0005247531
生活行为与社会功能评估-8您是否喝酒？=4.0,0.0005182406
人均可支配月收入水平=2.0,0.0005170433
家庭类型=2.0,0.0005151087
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=3-1,0.00050787954
经济状况=0.0,0.0005071484
生活行为与社会功能评估-8您是否喝酒？=3.0,0.0005014142
Fried衰弱表型评估-我什么事情都不想干=3-1,0.0004989732
弹性评估-13我有自己的个人爱好或休闲方式=2.0,0.0004977921
弹性评估-5我能很好地规划自己的日常生活=4.0,0.0004936474
IADL量表-6服务药物=1.0,0.0004928242
弹性评估-13我有自己的个人爱好或休闲方式=3.0,0.00049016456
区=南关区,0.00048746922
臀围=96.0,0.00048223961
家庭类型=3.0,0.00047427267
区=楚雄市,0.00046843442
IADL量表-3上街购物=2.0,0.0004680012
认知-文化水平=4,0.00046223932
生活行为与社会功能评估-1过去1年，帮助家属/朋友做事（帮助别人）=3-1,0.0004587111
臀围=98.0,0.0004547725
活力-活动能力=1,0.00045367482
区=绿园区,0.0004519964
IADL量表-5整理家务=3.0,0.00045186875
认知-文化水平=1,0.00044868988
查尔森合并症-中度到重度肾疾病=无,0.00044593847
查尔森合并症-冠状动脉疾病=有,0.00044150304
生命质量评估-2）中等强度的活动。如移动一张桌子、扫地、打太极拳、做简单体操等？=1.0,0.0004409323
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=1-0,0.00043867127
IADL量表-2做饭=1.0,0.00043783948
心理-您觉得现在活得很惬意吗？=1,0.0004373953
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=Missing,0.00043521475
白细胞=Other,0.0004340055
是否骨质疏松=0.0,0.00043269995
一生主要从事=Missing,0.00042827395
ADL量表-4穿衣（穿脱衣服、鞋袜、系鞋带、扣子、拉链）=5.0,0.00042590435
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=1.0",0.00042286734
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=3-1,0.00041969563
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=2.0,0.00041741983
Fried衰弱表型评估-1)在过去的6个月里，您的一只手或双手有没有做过手术或者发生任何肿胀、发炎、严重疼痛或受伤？=1.0,0.0004166222
跌倒评估-4静脉输液/置管/使用药物治疗=0.0,0.0004103622
省=江苏省,0.00040889156
ADL量表-3修饰（洗脸、刷牙、刮脸、梳头）=5.0,0.00040881394
文化程度=文盲,0.00040373259
认知-现在是哪一年=0,0.00040338605
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=2.0,0.0003987074
认知- 请您念一念这句话，并按照这句话的意思去做=0,0.0003857116
高血压发病年数=8.0,0.00038401556
Fried衰弱表型评估-2)习惯用手=2.0,0.00038340146
IADL量表-5整理家务=2.0,0.00038289698
弹性评估-8当生活环境改变，我可以很好地适应=1.0,0.00037972635
生命质量评估-5）在过去4个星期的工作和日常生活中，您是否因为身体健康的原因而令您的工作或活动受到限制？=2.0,0.0003778362
高血压发病年数=10.0,0.00037379403
认知-回忆三种东西名字1=0,0.00037083693
生命质量评估-6）在过去4个星期里，您是否情绪方面的原因（比如感到沮丧或者焦虑）而令您在工作或日常生活中感到力不从心？=2.0,0.0003707089
红细胞=Other,0.00037054485
ADL量表-7如厕=5.0,0.00036607007
性别=男,0.00036196123
认知-这里是什么地方=0,0.00035786768
生活行为与社会功能评估-5目前的收入（包括现金和实物）是否能够维持您的日常开支？=2-0,0.00035735898
Fried衰弱表型评估-②室外活动（园艺等）=2.0,0.0003570113
人均可支配月收入水平=3.0,0.0003553637
ADL量表-7如厕=10.0,0.00035506845
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=Missing,0.0003533751
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=3.0,0.00035299017
IADL量表-2做饭=2.0,0.00035257504
