feature,mean_abs_shap
心理-您是否觉得生活空虚？=1,0.00037784598
衰弱快速筛查量表-5您近1年体重下降≥5%么？,0.0003776225
高血压发病年数=14.0,0.00037397063
是否慢性肝病=Missing,0.000370128
IADL量表-6服务药物=1.0,0.00036912292
查尔森合并症-淋巴瘤=Missing,0.00036660876
弹性评估-1我的身体状况比同龄人要好=2.0,0.00036497557
弹性评估-12我的收入能够维持日常开支=4.0,0.0003627719
高血压发病年数=3.0,0.00036181996
是否其他心血管疾病=Missing,0.00034243774
年龄,0.00033843715
弹性评估-6我能处理一些不愉快或痛苦的情绪=3.0,0.00033640277
慢病症状-失眠=1.0,0.00033407618
慢病症状-头晕=0.0,0.0003253377
感知-视力=不通过,0.00032486703
查尔森合并症-消化性溃疡疾病=有,0.000323181
IADL量表-3上街购物=Missing,0.00031979458
区=南关区,0.00031023278
健康状态=很差,0.00030627378
弹性评估-1我的身体状况比同龄人要好=5.0,0.00030505704
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=5.0,0.00030488003
步态异常-编码=无,0.00030445977
高密度脂蛋白=Other,0.00029487957
ADL量表-5控制大便=Other,0.00028723985
尿素氮=Missing,0.00028681822
小腿围=36.0,0.0002868124
小腿围=Other,0.0002856433
肌少症评估-4爬10层台阶是否存在困难？=2.0,0.00028370536
白内障发病年数=10.0,0.00028351007
Fried衰弱表型评估-2)习惯用手=1.0,0.0002833693
查尔森合并症-脑血管疾病=有,0.00028239455
IADL量表-2做饭=2.0,0.0002808625
查尔森合并症-白血病=Missing,0.00027145087
总胆固醇=Missing,0.00027127928
查尔森合并症-痴呆=无,0.00027009903
认知-重复计算-第2次=0,0.0002638138
查尔森合并症-痴呆=Other,0.0002632814
查尔森合并症-白血病=Other,0.00024858935
Fried衰弱表型评估-我感觉做任何事都很费力=Missing,0.00024463577
同型半胱氨酸=Other,0.00024391458
心理-您是否已经放弃了许多活动与兴趣？=0,0.00024106268
认知-重复计算-第1次=0,0.00024013748
冠心病心绞痛治疗状态=2.0,0.00023890025
活力-神经心理问题=0,0.00023482527
是否白内障=1.0,0.00022700996
臀围=88.0,0.000219983
白内障发病年数=1.0,0.00021909985
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=3.0,0.00021300845
运动-从椅子上站起，让其尽快地起立5次-完成时间为,0.00021116766
认知-给您一张纸请您按我说的去做-用两只手将它对折起来=0,0.00020669727
红细胞=4.3,0.00020373166
冠心病心绞痛治疗状态=Missing,0.00020337118
尿酸=Missing,0.00020129241
查尔森合并症-糖尿病=无,0.00019663214
是否肿瘤=1.0,0.00019473498
高血压发病年数=12.0,0.00019400797
高血压发病年数=1.0,0.00019122737
弹性评估-10我有可以讲心里话的人=3.0,0.00018874794
省=内蒙古自治区,0.00018746572
衰弱快速筛查量表-1您能步行250米么？=1.0,0.0001862271
弹性评估-8当生活环境改变，我可以很好地适应=1.0,0.00018599171
区=西城区,0.00018390104
红细胞=4.7,0.00018359748
运动是否完成编码=1,0.00018017301
腰围=92.0,0.00017984182
区=柳南区,0.00017932705
生活行为与社会功能评估-7您是否有吸烟习惯？=Missing,0.00017751836
Fried衰弱表型评估-我感觉做任何事都很费力=4-1,0.0001774359
认知-回忆三种东西名字2=0,0.00017705608
弹性评估-1我的身体状况比同龄人要好=1.0,0.00017578484
衰弱快速筛查量表-1您能步行250米么？=0.0,0.00017325676
认知-出示手表：请问这是什么东西？=1,0.00016979987
脑血栓发病年数=5.0,0.00016899433
查尔森合并症-中度到重度肾疾病=Other,0.00016721635
是否白内障=Missing,0.00016635825
慢病症状-尿失禁=0.0,0.00016478187
IADL量表-7使用交通工具=1.0,0.00016216285
白蛋白=Other,0.00016175548
查尔森合并症-冠状动脉疾病=无,0.00016163425
查尔森合并症-白血病=无,0.00016097292
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=4.0,0.00016074236
衰弱快速筛查量表-您近1周常有以下感觉么(>3 天)-做任何事都很费力或什么事情都不想干=1.0,0.0001535964
查尔森合并症-周围性血管疾病=有,0.00015195194
慢病症状-失眠=0.0,0.0001509692
查尔森合并症-轻微的肝脏疾病=有,0.00014779501
是否痴呆=Missing,0.00014385408
查尔森合并症-偏瘫=Missing,0.00014287878
糖尿病发病年数=12.0,0.00013949211
Fried衰弱表型评估-3)是否完成4米行走:=Missing,0.00013914106
空腹血糖=Missing,0.00013382119
脑血栓发病年数=Other,0.00013028985
心理-您是否觉得生活空虚？=0,0.00012929738
是否慢性肝病=0.0,0.00012605963
认知-现在是几号=1,0.00012388403
查尔森合并症-糖尿病=有,0.00012356933
是否痴呆=Other,0.00012249062
查尔森合并症-消化性溃疡疾病=无,0.000121954785
查尔森合并症-慢性肺疾病=有,0.00011823613
查尔森合并症-脑血管疾病=无,0.00010782834
查尔森合并症-艾滋病=无,0.000105061496
运动-双脚前后成一直线站立10秒-保持时间为:,9.7405646e-05
红细胞=Other,8.8981455e-05
查尔森合并症-慢性肺疾病=无,8.735896e-05
生活行为与社会功能评估-8您是否喝酒？=1.0,8.0594225e-05
冠心病心绞痛发病年数=2.0,7.988957e-05
弹性评估-6我能处理一些不愉快或痛苦的情绪=4.0,6.9675e-05
认知-给您一张纸请您按我说的去做-用右手拿着这张纸=0,6.6148554e-05
慢病症状-头晕=1.0,6.4949345e-05
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=Missing,6.199909e-05
糖尿病发病年数=1.0,5.7383873e-05
体脂率=Other,5.4076612e-05
慢病症状-头晕=Missing,5.244501e-05
ADL量表-7如厕=Missing,5.2346695e-05
心理-您是否觉得您的处境已毫无希望？=0,5.1374016e-05
腰围=83.0,4.7278896e-05
视力障碍是否影响日常=是,0.0
视力障碍是否影响日常=否,0.0
视力障碍=有,0.0
视力障碍=无,0.0
听力障碍是否影响日常=是,0.0
听力障碍是否影响日常=否,0.0
听力障碍=有,0.0
听力障碍=无,0.0
是否其他=Other,0.0
是否甲状腺功能亢进=Missing,0.0
慢病症状-尿失禁=Missing,0.0
查尔森合并症-轻微的肝脏疾病=无,0.0
查尔森合并症-周围性血管疾病=无,0.0
查尔森合并症-周围性血管疾病=Missing,0.0
查尔森合并症-冠状动脉疾病=有,0.0
查尔森合并症-冠状动脉疾病=Missing,0.0
慢病症状-便秘=Missing,0.0
慢病症状-便秘=1.0,0.0
慢病症状-便秘=0.0,0.0
慢病症状-行动不便（缓/跛）=1.0,0.0
慢病症状-反复关节疼痛=Missing,0.0
是否甲状腺功能亢进=1.0,0.0
是否甲状腺功能亢进=0.0,0.0
是否甲状腺功能减退=Missing,0.0
是否甲状腺功能减退=1.0,0.0
是否甲状腺功能减退=0.0,0.0
是否前列腺病（问男）=Missing,0.0
是否前列腺病（问男）=1.0,0.0
是否前列腺病（问男）=0.0,0.0
是否青光眼=Missing,0.0
是否青光眼=1.0,0.0
是否青光眼=0.0,0.0
白内障治疗状态=Missing,0.0
白内障治疗状态=2.0,0.0
白内障治疗状态=1.0,0.0
白内障治疗状态=0.0,0.0
查尔森合并症-痴呆=Missing,0.0
查尔森合并症-在5年内任何肿瘤=有,0.0
查尔森合并症-在5年内任何肿瘤=无,0.0
查尔森合并症-在5年内任何肿瘤=Missing,0.0
查尔森合并症-糖尿病伴器官损害=无,0.0
衰弱快速筛查量表-您近1周常有以下感觉么(>3 天)-做任何事都很费力或什么事情都不想干=Missing,0.0
查尔森合并症-糖尿病=Missing,0.0
查尔森合并症-脑血管疾病=Missing,0.0
查尔森合并症-结缔组织疾病=Missing,0.0
白内障发病年数=5.0,0.0
白内障发病年数=3.0,0.0
白内障发病年数=2.0,0.0
是否白内障=0.0,0.0
是否肿瘤=Missing,0.0
是否肿瘤=0.0,0.0
是否骨质疏松=Missing,0.0
是否骨质疏松=1.0,0.0
是否骨质疏松=0.0,0.0
是否骨关节病=Missing,0.0
腰围=86.0,0.0
腰围=85.0,0.0
腰围=84.0,0.0
腰围=82.0,0.0
腰围=76.0,0.0
腰围=100.0,0.0
查尔森合并症-转移性实体肿瘤=无,0.0
查尔森合并症-转移性实体肿瘤=Other,0.0
查尔森合并症-中度到严重的肝脏疾病=无,0.0
查尔森合并症-中度到严重的肝脏疾病=Other,0.0
查尔森合并症-中度到严重的肝脏疾病=Missing,0.0
查尔森合并症-偏瘫=无,0.0
查尔森合并症-偏瘫=Other,0.0
臀围=98.0,0.0
臀围=97.0,0.0
臀围=96.0,0.0
臀围=95.0,0.0
臀围=94.0,0.0
臀围=93.0,0.0
臀围=106.0,0.0
腰围=96.0,0.0
腰围=95.0,0.0
腰围=94.0,0.0
腰围=93.0,0.0
腰围=90.0,0.0
腰围=88.0,0.0
腰围=87.0,0.0
小腿围=33.0,0.0
小腿围=32.0,0.0
是否骨关节病=0.0,0.0
糖尿病治疗状态=Missing,0.0
糖尿病治疗状态=2.0,0.0
糖尿病治疗状态=1.0,0.0
糖尿病治疗状态=0.0,0.0
糖尿病发病年数=Other,0.0
糖尿病发病年数=Missing,0.0
糖尿病发病年数=8.0,0.0
糖尿病发病年数=7.0,0.0
糖尿病发病年数=6.0,0.0
糖尿病发病年数=5.0,0.0
糖尿病发病年数=4.0,0.0
糖尿病发病年数=3.0,0.0
糖尿病发病年数=20.0,0.0
糖尿病发病年数=2.0,0.0
糖尿病发病年数=15.0,0.0
糖尿病发病年数=10.0,0.0
是否糖尿病=Missing,0.0
是否糖尿病=1.0,0.0
是否糖尿病=0.0,0.0
是否其他神经疾病=Missing,0.0
是否焦虑抑郁症=Missing,0.0
是否神经衰弱=1.0,0.0
小腿围=38.0,0.0
小腿围=37.0,0.0
小腿围=34.0,0.0
是否癫痫=0.0,0.0
是否帕金森=Missing,0.0
是否帕金森=1.0,0.0
是否帕金森=0.0,0.0
是否脑血管病（TIA）=Missing,0.0
是否脑血管病（TIA）=1.0,0.0
是否脑血管病（TIA）=0.0,0.0
是否脑出血=Missing,0.0
是否脑出血=0.0,0.0
肌酐=Other,0.0
肌酐=Missing,0.0
高密度脂蛋白=Missing,0.0
糖化血红蛋白=Missing,0.0
红细胞=4.8,0.0
红细胞=4.6,0.0
红细胞=4.4,0.0
红细胞=4.2,0.0
白细胞=Other,0.0
白细胞=Missing,0.0
门冬氨酸氨基转移酶=Other,0.0
门冬氨酸氨基转移酶=Missing,0.0
门冬氨酸氨基转移酶=18.0,0.0
是否神经衰弱=0.0,0.0
是否癫痫=Other,0.0
是否癫痫=Missing,0.0
认知-现在是星期几=1,0.0
认知-现在是星期几=0,0.0
认知-现在是几号=0,0.0
认知-现在是几月份=1,0.0
认知-现在是几月份=0,0.0
认知-现在是什么季节=1,0.0
认知-现在是什么季节=0,0.0
认知-现在是哪一年=1,0.0
认知-现在是哪一年=0,0.0
血红蛋白=Other,0.0
血红蛋白=Missing,0.0
血小板=Other,0.0
血小板=Missing,0.0
红细胞=Missing,0.0
认知-重复计算-第1次=1,0.0
认知-重复三样东西名字-树木=1,0.0
认知-重复三样东西名字-树木=0,0.0
认知-重复三样东西名字-国旗=1,0.0
认知-重复三样东西名字-国旗=0,0.0
认知-重复三样东西名字-皮球=1,0.0
认知-这里是什么地方=1,0.0
认知-这里是什么地方=0,0.0
认知-您现在在第几层楼=1,0.0
认知-您现在在第几层楼=0,0.0
认知-您现在在哪个乡（镇、街道）=1,0.0
认知-您现在在哪个乡（镇、街道）=0,0.0
认知-您现在在哪个县（区）=1,0.0
认知-您现在在哪个县（区）=0,0.0
认知-您现在在哪个省（市）=1,0.0
认知-出示手表：请问这是什么东西？=0,0.0
认知-回忆三种东西名字3=1,0.0
认知-回忆三种东西名字3=0,0.0
认知-回忆三种东西名字2=1,0.0
认知-回忆三种东西名字1=1,0.0
认知-回忆三种东西名字1=0,0.0
认知-重复计算-第5次=1,0.0
认知-重复计算-第5次=0,0.0
认知-重复计算-第4次=1,0.0
认知-重复计算-第4次=0,0.0
认知-重复计算-第3次=1,0.0
认知-重复计算-第3次=0,0.0
认知-重复计算-第2次=1,0.0
心理-您对生活基本上满意吗？=0,0.0
认知-文化水平=Other,0.0
认知-文化水平=4,0.0
认知-文化水平=3,0.0
认知-文化水平=1,0.0
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=1,0.0
认知-请您写一个完整的句子，必须有主语、动词，有一定的内容=0,0.0
认知-给您一张纸请您按我说的去做-放在您的大腿上=1,0.0
认知-给您一张纸请您按我说的去做-放在您的大腿上=0,0.0
认知- 请您念一念这句话，并按照这句话的意思去做=1,0.0
认知- 请您念一念这句话，并按照这句话的意思去做=0,0.0
认知- 请您跟我说（停顿片刻）=1,0.0
认知- 请您跟我说（停顿片刻）=0,0.0
认知-出示铅笔：请问这是什么东西？=1,0.0
心理-您是否觉得像现在这样活着毫无意义？=0,0.0
心理-您觉得现在活得很惬意吗？=1,0.0
心理-您觉得现在活得很惬意吗？=0,0.0
心理-您是否觉得记忆力比以前差？=1,0.0
心理-您是否觉得记忆力比以前差？=0,0.0
心理-您是否希望呆在家里而不愿去做些新鲜事？=1,0.0
心理-您是否希望呆在家里而不愿去做些新鲜事？=0,0.0
心理-您是否常感到孤立无援？=1,0.0
心理-您是否常感到孤立无援？=0,0.0
心理-您是否害怕会有不幸的事情落到您头上？=1,0.0
心理-您是否害怕会有不幸的事情落到您头上？=0,0.0
心理-您是否常感到厌倦？=1,0.0
心理-您是否常感到厌倦？=0,0.0
心理-您对生活基本上满意吗？=1,0.0
脑血栓治疗状态=Other,0.0
脑血栓治疗状态=2.0,0.0
脑血栓发病年数=Missing,0.0
脑血栓发病年数=4.0,0.0
脑血栓发病年数=3.0,0.0
脑血栓发病年数=2.0,0.0
脑血栓发病年数=10.0,0.0
脑血栓发病年数=1.0,0.0
是否脑血栓=Missing,0.0
是否脑血栓=1.0,0.0
是否脑血栓=0.0,0.0
是否肾脏疾病=Missing,0.0
心理-您是否觉得像现在这样活着毫无意义？=1,0.0
感知-听力=通过,0.0
感知-听力=不通过,0.0
感知-视力=通过,0.0
感知-第三行看到≥3个E的方向=0,0.0
感知-第二行看到≥3个E的方向=1,0.0
感知-第二行看到≥3个E的方向=0,0.0
感知-第一行看到≥3个E的方向=1,0.0
感知-在3米处测试小E=1,0.0
感知-在3米处检测大E=1,0.0
感知-在3米处检测大E=0,0.0
感知-在1.5米处检测大E=0,0.0
心理-您集中精力有困难吗？=1,0.0
心理-您集中精力有困难吗？=0,0.0
