feature,mean_abs_shap
弹性评估-6我能处理一些不愉快或痛苦的情绪=5.0,0.005941845
市=郑州市,0.005911412
是否其他呼吸疾病=Missing,0.005849355
经济状况=0.0,0.005846673
市=南京市,0.005829325
文化程度=文盲,0.005816309
省=青海省,0.0057078335
视力障碍=有,0.0056321775
冠心病心绞痛发病年数=15.0,0.005555747
Fried衰弱表型评估-我感觉做任何事都很费力=0,0.0055260034
区=柳北区,0.005504089
是否脑血栓=Missing,0.005485611
冠心病心绞痛发病年数=2.0,0.005475139
心理-您集中精力有困难吗？=0,0.005472818
跌倒评估-5步态=20.0,0.005357055
区=绿园区,0.005246323
活力-过去三个月内有没有因为食欲不振、消化问题、咀嚼或吞咽困难而摄食减少=1,0.005117323
慢病症状-失眠=1.0,0.004978629
弹性评估-2我的食欲很好=2.0,0.004909468
认知-现在是星期几=0,0.004902023
区=乐都区,0.004777677
民族,0.0047548334
认知-现在是几号=0,0.004625777
省=新疆维吾尔自治区,0.0045736125
婚姻状况=1.0,0.004567894
是否焦虑抑郁症=1.0,0.0045581693
是否高血压=0.0,0.004467425
是否神经衰弱=1.0,0.0043548495
弹性评估-14我经常参加社区服务等社会活动=1.0,0.004326794
生命质量评估-7）在过去4个星期的工作和日常生活中，您是否因为情绪方面的原因（比如感到沮丧或者焦虑）而令您的工作或活动受到限制？=Missing,0.004260394
是否癫痫=Other,0.004248881
是否青光眼=0.0,0.0042330055
冠心病心绞痛发病年数=5.0,0.004171428
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=1-1,0.004165403
Fried衰弱表型评估-②室外活动（园艺等）=4.0,0.004118072
是否胃肠疾病=Missing,0.0039312015
跌倒评估-2超过一个疾病诊断=15.0,0.0039026192
运动-4米行走时间：日常行走速度走完4米-第1次完成时间,0.0037872097
是否肿瘤=Missing,0.0037509648
ADL量表-9平地行走45米=10.0,0.003735112
服用药物数量,0.003716239
弹性评估-12我的收入能够维持日常开支=3.0,0.0037119251
区=土默特左旗,0.0035782738
区=栖霞区,0.003573178
查尔森合并症-淋巴瘤=Missing,0.0035129753
是否其他神经疾病=1.0,0.0034978343
是否脑血栓=1.0,0.0034798875
弹性评估-5我能很好地规划自己的日常生活=3.0,0.0034718083
人均可支配月收入水平=1.0,0.0034047563
心理-您是否已经放弃了许多活动与兴趣？=1,0.0033431905
弹性评估-3我大部分时间精力充沛,0.0033238132
生活行为与社会功能评估-8您是否喝酒？=1.0,0.00330542
血红蛋白=Other,0.0033006072
是否慢性肝病=Missing,0.0032986724
Fried衰弱表型评估-②室外活动（园艺等）=1.0,0.0032784366
是否慢性肝病=1.0,0.003274052
心理-总分,0.0032633976
是否心肌梗死=Missing,0.0032606497
Fried衰弱表型评估-我感觉做任何事都很费力=2-0,0.003241783
肌少症评估-4爬10层台阶是否存在困难？=0.0,0.0032193793
生命质量评估-10）在过去4个星期里，您有多少时间感到精力充沛？,0.0032172338
活力-总分,0.0031794042
感知-第三行看到≥3个E的方向=1,0.003165359
衰弱快速筛查量表-您近1周常有以下感觉么(>3 天)-做任何事都很费力或什么事情都不想干=1.0,0.0031140125
生命质量评估-11）在过去4个星期里，您有多少时间感到心情不好、闷闷不乐或沮丧？,0.0030959526
查尔森合并症-在5年内任何肿瘤=Missing,0.0030667738
跌倒评估-总分,0.003047881
Fried衰弱表型评估-我什么事情都不想干=3-1,0.0030202712
生活行为与社会功能评估-7您是否有吸烟习惯？=2.0,0.00300914
弹性评估-6我能处理一些不愉快或痛苦的情绪=1.0,0.0029836984
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=3.0",0.002977955
生命质量评估-12）在过去4个星期里，有多少时间由于您身体健康或情绪问题而妨碍您的社交活动（比如探亲、访友等）？,0.0029647544
弹性评估-5我能很好地规划自己的日常生活=Missing,0.002910389
弹性评估-13我有自己的个人爱好或休闲方式=2.0,0.0029011155
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=6.0,0.0028890711
是否甲状腺功能亢进=1.0,0.0028523079
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=Missing",0.0028269375
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=5.0,0.0028263591
Fried衰弱表型评估-②室外活动（园艺等）=2.0,0.0028229216
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=1.0,0.0027931058
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=5.0",0.0027374094
慢病症状-近3年无外力的摔倒=1.0,0.0027212983
弹性评估-13我有自己的个人爱好或休闲方式=3.0,0.0026613695
IADL量表-3上街购物=2.0,0.0025990652
肌少症评估-5过去1年内的您跌倒过几次？,0.0025714072
认知-总分,0.0024797327
肌少症评估-4爬10层台阶是否存在困难？=2.0,0.0024702833
"生活行为与社会功能评估-9过去2年里,您饮用咖啡的频率如何？=Missing",0.0024414968
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=4.0",0.0024406116
慢病症状-活动时胸闷或胸痛=0.0,0.0023930946
"生活行为与社会功能评估-10过去2年里,您喝茶的频率如何？=5.0",0.0023795082
弹性评估-2我的食欲很好=4.0,0.0023591183
健康自评分数,0.002341406
衰弱快速筛查量表-1您能步行250米么？=Missing,0.0023231227
是否脑血管病（TIA）=Missing,0.0023100255
听力障碍=无,0.002292841
认知-您现在在哪个省（市）=1,0.0022824379
是否其他神经疾病=Missing,0.002276977
人均可支配月收入水平=4.0,0.0022631704
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=2.0,0.0022225801
生活行为与社会功能评估-4您过去的一周内是否感觉孤独？=1-0,0.0022104064
体脂率=Missing,0.0022092552
运动-从椅子上站起，让其尽快地起立5次-完成时间为,0.0021828534
区=Other,0.0021673993
一生主要从事=1.0,0.0021448247
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=4.0,0.0020893046
是否其他心血管疾病=1.0,0.0020758405
查尔森合并症-白血病=无,0.0020389762
总胆固醇=Missing,0.0020356697
弹性评估-1我的身体状况比同龄人要好=1.0,0.0019920147
冠心病心绞痛发病年数=Missing,0.0019848167
认知-现在是星期几=1,0.0019789287
脑血栓治疗状态=1.0,0.0019705198
肌少症评估-总分,0.0019455417
生活行为与社会功能评估-总分,0.0019172474
是否慢阻肺=Missing,0.0019164504
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=3.0,0.0019074589
高血压发病年数=Other,0.0018773887
是否甲状腺功能减退=1.0,0.0018610345
肌少症评估-3从椅子或床起立是否存在困难，是否需要帮助？=1.0,0.001814365
生命质量评估-6）在过去4个星期里，您是否情绪方面的原因（比如感到沮丧或者焦虑）而令您在工作或日常生活中感到力不从心？=1.0,0.0018094291
弹性评估-13我有自己的个人爱好或休闲方式=Missing,0.0018005539
弹性评估-2我的食欲很好=5.0,0.0017853988
慢病症状-行动不便（缓/跛）=Missing,0.0017516684
是否慢阻肺=1.0,0.0016413133
生活行为与社会功能评估-7您是否有吸烟习惯？=Missing,0.0016349736
市=通辽市,0.0016317699
臀围=106.0,0.001585467
跌倒评估-3使用助行器具=30.0,0.001537073
查尔森合并症-冠状动脉疾病=Missing,0.0015187452
是否癫痫=Missing,0.0015091675
生活行为与社会功能评估-您最常饮用的酒是(只选主要一种)？=2.0,0.0015045735
ADL量表-8床椅移动=5.0,0.001499809
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=1.0,0.0014560553
活力-活动能力=0,0.0014536543
衰弱快速筛查量表-2您能提10斤重物么？=Missing,0.0014511705
区=柳南区,0.0014388247
慢病症状-明显记忆下降=0.0,0.0014353299
弹性评估-5我能很好地规划自己的日常生活=2.0,0.0014284271
区=玉泉区,0.0014152147
查尔森合并症-糖尿病=Missing,0.0013760963
弹性评估-2我的食欲很好=Missing,0.0013554388
弹性评估-6我能处理一些不愉快或痛苦的情绪=2.0,0.0013405728
Fried衰弱表型评估-我感觉做任何事都很费力=3-1,0.0013257151
Fried衰弱表型评估-④中度及以上强度活动（跳舞，保龄，高尔夫，游泳，乒乓球，足球，篮球，跑步，爬山等）=3.0,0.0013235395
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=4.0,0.0013185984
肌酐=Missing,0.0013078116
衰弱快速筛查量表-您近1周常有以下感觉么(>3 天)-做任何事都很费力或什么事情都不想干=Missing,0.0012971804
跌倒评估-2超过一个疾病诊断=Missing,0.0012279784
认知-文化水平=1,0.0012099023
弹性评估-12我的收入能够维持日常开支=4.0,0.0011834792
查尔森合并症-白血病=Missing,0.0011820104
查尔森合并症-糖尿病伴器官损害=无,0.0011618042
自我感觉嗅觉=迟钝,0.0011370449
弹性评估-14我经常参加社区服务等社会活动=5.0,0.0011263565
弹性评估-5我能很好地规划自己的日常生活=5.0,0.0011188352
区=楚雄市,0.001103393
IADL量表-5整理家务=Missing,0.0010645409
腰围=94.0,0.001061552
查尔森合并症-淋巴瘤=无,0.0010379863
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=Missing,0.0010374964
冠心病心绞痛发病年数=10.0,0.0010157443
ADL量表-10上下楼梯=0.0,0.001014309
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=3-0,0.001012166
弹性评估-12我的收入能够维持日常开支=5.0,0.0010073519
臀围=90.0,0.001005554
弹性评估-14我经常参加社区服务等社会活动=Missing,0.0009928807
白蛋白=37.0,0.00097617734
高血压治疗状态=0.0,0.0009253491
区=德惠市,0.00092022325
Fried衰弱表型评估-我什么事情都不想干=Missing,0.0009180246
ADL量表-8床椅移动=Missing,0.0009041301
感知-第一行看到≥3个E的方向=1,0.00089877436
是否甲状腺功能亢进=Missing,0.00089465524
弹性评估-11我有得到健康知识的方法和途径=Missing,0.0008811389
弹性评估-10我有可以讲心里话的人=2.0,0.00087516784
弹性评估-10我有可以讲心里话的人=3.0,0.00087343354
慢病症状-无外因的骨折=1.0,0.00083212956
弹性评估-11我有得到健康知识的方法和途径=4.0,0.00080321764
血红蛋白=Missing,0.00077456573
慢病症状-活动时胸闷或胸痛=1.0,0.00076228275
查尔森合并症-淋巴瘤=Other,0.00075782416
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=3.0,0.0007546903
查尔森合并症-糖尿病伴器官损害=有,0.0007542564
ADL量表-9平地行走45米=0.0,0.00074247137
查尔森合并症-中度到严重的肝脏疾病=Other,0.0006867616
认知-现在是几号=1,0.0006806149
腰围=92.0,0.0006618078
生命质量评估-5）在过去4个星期的工作和日常生活中，您是否因为身体健康的原因而令您的工作或活动受到限制？=Missing,0.00065953285
Fried衰弱表型评估-③低强度活动（太极，气功，瑜伽，击剑，武术等）=2.0,0.00061894575
Fried衰弱表型评估-我什么事情都不想干=4-1,0.0005971055
活力-营养描述结果=营养不良状态,0.0005958344
弹性评估-11我有得到健康知识的方法和途径=3.0,0.00059429294
Fried衰弱表型评估-2)习惯用手=2.0,0.0005870455
腰围=82.0,0.00057776837
Fried衰弱表型评估-我什么事情都不想干=2-0,0.00057148235
心理-您是否觉得大多数人比您强得多？=1,0.00056509883
慢病症状-便秘=1.0,0.0005610516
Fried衰弱表型评估-握力左手第二次,0.00055505685
弹性评估-9当我生病或遇到困难时，会有人给我鼓励和帮助=2.0,0.00053595885
是否焦虑抑郁症=Missing,0.0005316881
弹性评估-6我能处理一些不愉快或痛苦的情绪=3.0,0.0005267106
弹性评估-6我能处理一些不愉快或痛苦的情绪=Missing,0.0005222362
生活行为与社会功能评估-7您是否有吸烟习惯？=3.0,0.000518885
衰弱快速筛查量表-1您能步行250米么？=1.0,0.000515962
臀围=85.0,0.0005108878
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=4-0,0.00048352478
空腹血糖=Missing,0.0004715334
Fried衰弱表型评估-我感觉做任何事都很费力=4-1,0.00045846202
臀围=95.0,0.0004541563
查尔森合并症-在5年内任何肿瘤=无,0.00045327298
弹性评估-11我有得到健康知识的方法和途径=5.0,0.00045250764
小腿围=33.0,0.00044365745
弹性评估-12我的收入能够维持日常开支=2.0,0.0004342687
Fried衰弱表型评估-我感觉做任何事都很费力=Missing,0.0004293709
认知-文化水平=4,0.00041697477
ADL量表-3修饰（洗脸、刷牙、刮脸、梳头）=0.0,0.00041461524
弹性评估-12我的收入能够维持日常开支=Missing,0.00038695865
生命质量评估-9）在过去4个星期里，您有多少时间感到心平气和？,0.00036905904
认知-您现在在哪个省（市）=0,0.00036448092
活力-神经心理问题=2,0.00036427294
ADL量表-4穿衣（穿脱衣服、鞋袜、系鞋带、扣子、拉链）=10.0,0.00036051602
生命质量评估-8）在过去的4个星期里，您身体上的疼痛对您的日常工作（包括上班和家务）有多大影响？=1.0,0.00035793555
肌少症评估-4爬10层台阶是否存在困难？=1.0,0.0003499524
是否脑血管病（TIA）=1.0,0.00032741175
慢病症状-便秘=0.0,0.00029724705
慢病症状-近3年无外力的摔倒=0.0,0.00029719798
认知-现在是几月份=1,0.00028248166
生活行为与社会功能评估-您经常进行以下闲暇活动吗?(打牌、下棋、花草园艺、养小动物、书法绘画拉奏吟唱钓鱼、逛公园、集邮及物品收藏、散步锻炼、运动、玩电脑、看电影听戏、与邻居等聊天等)=2-0,0.00026998649
弹性评估-11我有得到健康知识的方法和途径=2.0,0.00026801322
认知-现在是几月份=0,0.00026078298
衰弱快速筛查量表-2您能提10斤重物么？=0.0,0.00024489977
生命质量评估-5）在过去4个星期的工作和日常生活中，您是否因为身体健康的原因而令您的工作或活动受到限制？=1.0,0.00023625256
心理-您是否觉得大多数人比您强得多？=0,0.00023294523
Fried衰弱表型评估-我什么事情都不想干=Other,0.00023063176
Fried衰弱表型评估-②室外活动（园艺等）=3.0,0.00023031647
心理-您是否觉得生活空虚？=0,0.00022465861
臀围=94.0,0.00022105765
Fried衰弱表型评估-①散步=Missing,0.00021025033
弹性评估-7如果我生病了，即使不能恢复到以前的身体状态，也会学着适应各种变化=2.0,0.00020739781
生活行为与社会功能评估-6您有可以讲心里话的家人/朋友吗？=1-0,0.00020495793
心理-您是否常感到厌倦？=1,0.00019627306
ADL量表-2洗澡=5.0,0.00019129101
弹性评估-10我有可以讲心里话的人=5.0,0.00017408443
认知-回忆三种东西名字2=1,0.00016016535
